"type","title","director","date_added","release_year","rating","duration","listed_in"
NA,"Fate/Apocrypha",""," November 7, 2017",2017,"TV-MA","2 Seasons","Anime Series, International TV Shows"
NA,"Project Mc²",""," November 7, 2017",2017,"TV-Y7","6 Seasons","Kids' TV"
NA,"Millennials",""," November 5, 2019",2019,"TV-MA","2 Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
NA,"Sam & Cat",""," November 5, 2019",2014,"TV-PG","2 Seasons","Kids' TV, TV Comedies"
NA,"She-Ra and the Princesses of Power",""," November 5, 2019",2019,"TV-Y7-FV","4 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
NA,"The End of the F***ing World",""," November 5, 2019",2019,"TV-MA","2 Seasons","British TV Shows, International TV Shows, TV Comedies"
NA,"Meet the Adebanjos",""," November 4, 2019",2016,"TV-PG","3 Seasons","British TV Shows, TV Comedies"
NA,"F is for Family",""," November 30, 2018",2018,"TV-MA","3 Seasons","TV Comedies"
NA,"Spy Kids: Mission Critical",""," November 30, 2018",2018,"TV-Y7-FV","2 Seasons","Kids' TV"
NA,"Man Down",""," November 30, 2017",2017,"TV-MA","4 Seasons","British TV Shows, TV Comedies"
NA,"Bleach",""," November 3, 2018",2006,"TV-14","3 Seasons","Anime Series, International TV Shows"
NA,"Kopitiam",""," November 3, 2018",2003,"TV-14","7 Seasons","International TV Shows, TV Comedies"
NA,"Julius Jr.",""," November 3, 2015",2014,"TV-Y","2 Seasons","Kids' TV"
NA,"Chip and Potato",""," November 29, 2019",2019,"TV-Y","2 Seasons","Kids' TV"
NA,"La Reina del Sur",""," November 29, 2019",2019,"TV-14","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
NA,"Good Morning Call",""," November 28, 2017",2017,"TV-14","2 Seasons","International TV Shows, Romantic TV Shows, TV Comedies"
NA,"Broadchurch",""," November 27, 2017",2017,"TV-14","3 Seasons","British TV Shows, Crime TV Shows, International TV Shows"
NA,"The Crime",""," November 26, 2019",2015,"TV-14","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas"
NA,"Frontier",""," November 23, 2018",2018,"TV-MA","3 Seasons","International TV Shows, TV Action & Adventure, TV Dramas"
NA,"Sick Note",""," November 23, 2018",2018,"TV-MA","2 Seasons","British TV Shows, International TV Shows, TV Comedies"
NA,"High Seas",""," November 22, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
NA,"Nailed It! Holiday!",""," November 22, 2019",2019,"TV-PG","2 Seasons","Reality TV"
NA,"The Dragon Prince",""," November 22, 2019",2019,"TV-Y7-FV","3 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
NA,"Trolls: The Beat Goes On!",""," November 22, 2019",2019,"TV-G","8 Seasons","Kids' TV, TV Comedies"
NA,"Mystery Science Theater 3000: The Return",""," November 22, 2018",2018,"TV-14","2 Seasons","TV Comedies, TV Sci-Fi & Fantasy"
NA,"Lilyhammer",""," November 21, 2014",2014,"TV-MA","3 Seasons","Crime TV Shows, TV Comedies, TV Dramas"
NA,"Victorious",""," November 2, 2019",2013,"TV-G","3 Seasons","Kids' TV, TV Comedies"
NA,"House of Cards",""," November 2, 2018",2018,"TV-MA","6 Seasons","TV Dramas, TV Thrillers"
NA,"The Last Kingdom",""," November 19, 2018",2018,"TV-MA","3 Seasons","British TV Shows, International TV Shows, TV Action & Adventure"
NA,"Goosebumps",""," November 19, 2014",1998,"TV-Y7","5 Seasons","Kids' TV, TV Thrillers"
NA,"The Magic School Bus",""," November 19, 2014",1997,"TV-Y","4 Seasons","Kids' TV"
NA,"The Crown",""," November 17, 2019",2019,"TV-MA","3 Seasons","British TV Shows, International TV Shows, TV Dramas"
NA,"Longmire",""," November 17, 2017",2017,"TV-14","6 Seasons","Crime TV Shows, TV Dramas"
NA,"Luna Petunia",""," November 17, 2017",2017,"TV-Y","3 Seasons","Kids' TV"
NA,"Ponysitters Club",""," November 16, 2018",2018,"TV-Y7","2 Seasons","Kids' TV, TV Dramas"
NA,"K-On!",""," November 15, 2019",2010,"TV-PG","2 Seasons","Anime Series, Teen TV Shows"
NA,"Llama Llama",""," November 15, 2019",2019,"TV-Y","2 Seasons","Kids' TV"
NA,"The Toys That Made Us",""," November 15, 2019",2019,"TV-14","3 Seasons","Docuseries, Reality TV"
NA,"The Yard",""," November 15, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas"
NA,"Chief of Staff",""," November 12, 2019",2019,"TV-14","2 Seasons","International TV Shows, Korean TV Shows, TV Dramas"
NA,"My Little Pony: Friendship Is Magic",""," November 12, 2018",2018,"TV-Y","8 Seasons","Kids' TV"
NA,"Patriot Act with Hasan Minhaj",""," November 10, 2019",2019,"TV-MA","5 Seasons","TV Comedies"
NA,"Glitter Force Doki Doki","Go Koga"," November 10, 2017",2017,"TV-Y7","2 Seasons","Anime Series, Kids' TV"
NA,"Lady Dynamite",""," November 10, 2017",2017,"TV-MA","2 Seasons","TV Comedies"
NA,"Atypical",""," November 1, 2019",2019,"TV-MA","3 Seasons","TV Comedies, TV Dramas, Teen TV Shows"
NA,"Billy on the Street",""," November 1, 2019",2016,"TV-14","4 Seasons","International TV Shows, Reality TV, TV Comedies"
NA,"Bondi Rescue",""," November 1, 2019",2016,"TV-PG","1 Season","Reality TV"
NA,"CLANNAD",""," November 1, 2019",2008,"TV-PG","2 Seasons","Anime Series, Teen TV Shows"
NA,"Haikyu!!",""," November 1, 2019",2015,"TV-14","2 Seasons","Anime Series, International TV Shows, Teen TV Shows"
NA,"Love, Chunibyo & Other Delusions!",""," November 1, 2019",2014,"TV-PG","2 Seasons","Anime Series, Romantic TV Shows, Teen TV Shows"
NA,"Mars","Everardo Gout"," November 1, 2019",2018,"TV-PG","2 Seasons","Docuseries, Science & Nature TV, TV Dramas"
NA,"Mobile Suit Gundam: Iron-Blooded Orphans",""," November 1, 2019",2016,"TV-14","2 Seasons","Anime Series, International TV Shows"
NA,"The Boulet Brothers Dragula",""," November 1, 2019",2019,"TV-MA","2 Seasons","Reality TV"
NA,"The Deep",""," November 1, 2019",2019,"TV-Y7","3 Seasons","Kids' TV"
NA,"Creators",""," November 1, 2018",2015,"TV-Y","2 Seasons","Kids' TV, Spanish-Language TV Shows"
NA,"Follow This",""," November 1, 2018",2018,"TV-MA","3 Seasons","Docuseries"
NA,"Grand Hotel",""," November 1, 2017",2013,"TV-PG","3 Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
NA,"That '70s Show",""," November 1, 2017",2005,"TV-14","8 Seasons","TV Comedies"
NA,"The Mind of a Chef",""," November 1, 2017",2016,"TV-PG","5 Seasons","Docuseries"
NA,"Top Boy",""," November 1, 2017",2011,"TV-MA","2 Seasons","British TV Shows, Crime TV Shows, International TV Shows"
NA,"Highway to Heaven",""," November 1, 2016",1988,"TV-PG","5 Seasons","TV Dramas"
NA,"Women Behind Bars",""," November 1, 2016",2010,"TV-14","3 Seasons","Crime TV Shows, Docuseries"
NA,"Lucifer",""," May 8, 2019",2019,"TV-14","4 Seasons","Crime TV Shows, TV Comedies, TV Dramas"
NA,"Queen of the South",""," May 7, 2019",2018,"TV-14","3 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas"
NA,"Prince Jai Aur Dumdaar Viru","Bhavik Thakore"," May 7, 2018",2017,"TV-G","2 Seasons","Kids' TV, TV Comedies"
NA,"Kazoops!",""," May 5, 2017",2017,"TV-Y","3 Seasons","Kids' TV"
NA,"Kong: King of the Apes",""," May 4, 2018",2018,"TV-Y7-FV","2 Seasons","Kids' TV"
NA,"Bad Blood",""," May 31, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, TV Dramas"
NA,"My Next Guest Needs No Introduction With David Letterman",""," May 31, 2019",2019,"TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows"
NA,"Oh No! It's an Alien Invasion",""," May 31, 2015",2014,"TV-Y7-FV","2 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
NA,"Unbreakable Kimmy Schmidt",""," May 30, 2018",2019,"TV-14","4 Seasons","TV Comedies"
NA,"American Crime",""," May 30, 2017",2017,"TV-14","3 Seasons","Crime TV Shows, TV Dramas"
NA,"Cupcake & Dino - General Services",""," May 3, 2019",2019,"TV-Y7","2 Seasons","Kids' TV, TV Comedies"
NA,"Supernatural","Phil Sgriccia"," May 3, 2019",2019,"TV-14","14 Seasons","Classic & Cult TV, TV Action & Adventure, TV Horror"
NA,"Total Drama",""," May 3, 2018",2015,"TV-PG","5 Seasons","Kids' TV, TV Comedies"
NA,"Arrested Development",""," May 29, 2018",2019,"TV-14","5 Seasons","TV Comedies"
NA,"DC's Legends of Tomorrow","Rob Seidenglanz"," May 28, 2019",2018,"TV-14","4 Seasons","TV Action & Adventure, TV Sci-Fi & Fantasy"
NA,"Hell on Wheels",""," May 28, 2016",2016,"TV-14","5 Seasons","Crime TV Shows, TV Action & Adventure"
NA,"Supergirl","Jesse Warn"," May 27, 2019",2019,"TV-14","4 Seasons","TV Action & Adventure, TV Sci-Fi & Fantasy"
NA,"Mako Mermaids: An H2O Adventure",""," May 27, 2016",2016,"TV-G","4 Seasons","Kids' TV, TV Comedies"
NA,"Bloodline",""," May 26, 2017",2017,"TV-MA","3 Seasons","TV Dramas, TV Mysteries, TV Thrillers"
NA,"Bitten",""," May 26, 2016",2016,"TV-MA","3 Seasons","International TV Shows, TV Dramas, TV Horror"
NA,"Trollhunters",""," May 25, 2018",2018,"TV-Y7-FV","3 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
NA,"She's Gotta Have It",""," May 24, 2019",2018,"TV-MA","2 Seasons","Romantic TV Shows, TV Comedies, TV Dramas"
NA,"Fauda",""," May 24, 2018",2018,"TV-MA","2 Seasons","International TV Shows, TV Action & Adventure, TV Dramas"
NA,"Riverdale","Rob Seidenglanz"," May 23, 2019",2019,"TV-14","3 Seasons","Crime TV Shows, TV Dramas, TV Mysteries"
NA,"The Flash","Glen Winter"," May 22, 2019",2019,"TV-14","5 Seasons","Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
NA,"Velvet","Carlos Sedes"," May 22, 2017",2016,"TV-14","4 Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
NA,"Richie Rich",""," May 22, 2015",2015,"TV-G","2 Seasons","Kids' TV, TV Comedies"
NA,"Arrow","James Bamford"," May 21, 2019",2019,"TV-14","7 Seasons","Crime TV Shows, TV Action & Adventure"
NA,"Prince of Peoria",""," May 20, 2019",2019,"TV-Y7","2 Seasons","Kids' TV, TV Comedies"
NA,"Rosario Tijeras",""," May 20, 2019",2018,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
NA,"Colony",""," May 2, 2019",2018,"TV-14","3 Seasons","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
NA,"Scandal",""," May 19, 2018",2018,"TV-14","7 Seasons","Crime TV Shows, TV Dramas"
NA,"Mother Goose Club",""," May 19, 2017",2016,"TV-Y","2 Seasons","Kids' TV"
NA,"Inspector Gadget",""," May 18, 2018",2017,"TV-Y7","4 Seasons","Crime TV Shows, Kids' TV, TV Comedies"
NA,"Royal Pains","Jay Chandrasekhar"," May 18, 2017",2016,"TV-PG","8 Seasons","TV Comedies, TV Dramas"
NA,"Nailed It",""," May 17, 2019",2019,"TV-PG","3 Seasons","Reality TV"
NA,"The Rain",""," May 17, 2019",2019,"TV-MA","2 Seasons","International TV Shows, TV Dramas, TV Mysteries"
NA,"White Gold",""," May 17, 2019",2019,"TV-MA","2 Seasons","British TV Shows, International TV Shows, TV Comedies"
NA,"Call the Midwife","Philippa Lowthorpe"," May 15, 2019",2018,"TV-14","8 Seasons","British TV Shows, International TV Shows, TV Dramas"
NA,"Sherlock",""," May 15, 2017",2017,"TV-14","4 Seasons","British TV Shows, Crime TV Shows, International TV Shows"
NA,"Master of None",""," May 12, 2017",2017,"TV-MA","2 Seasons","TV Comedies"
NA,"Bill Nye Saves the World",""," May 11, 2018",2018,"TV-14","3 Seasons","Stand-Up Comedy & Talk Shows"
NA,"Ha Unlimited",""," May 11, 2018",2016,"TV-14","2 Seasons","International TV Shows, TV Comedies"
NA,"Easy",""," May 10, 2019",2019,"TV-MA","3 Seasons","TV Comedies, TV Dramas"
NA,"The Mechanism",""," May 10, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas"
NA,"Code Geass: Lelouch of the Rebellion",""," May 1, 2019",2008,"TV-14","2 Seasons","Anime Series, International TV Shows"
NA,"LoliRock",""," May 1, 2018",2016,"TV-Y","2 Seasons","Kids' TV"
NA,"Yu-Gi-Oh! Arc-V",""," May 1, 2018",2015,"TV-Y7","2 Seasons","Anime Series, Kids' TV"
NA,"Club Friday The Series 6",""," March 9, 2019",2015,"TV-14","9 Seasons","International TV Shows, Romantic TV Shows, TV Dramas"
NA,"Love",""," March 9, 2018",2018,"TV-MA","3 Seasons","Romantic TV Shows, TV Comedies, TV Dramas"
NA,"Hunter X Hunter (2011)",""," March 8, 2019",2013,"TV-MA","3 Seasons","Anime Series, International TV Shows"
NA,"Hap and Leonard",""," March 6, 2019",2018,"TV-MA","3 Seasons","Crime TV Shows, TV Dramas"
NA,"Secret City",""," March 6, 2019",2016,"TV-MA","2 Seasons","International TV Shows, TV Dramas, TV Mysteries"
NA,"Rectify",""," March 4, 2017",2016,"TV-14","4 Seasons","Crime TV Shows, TV Dramas, TV Mysteries"
NA,"Dad's Army",""," March 31, 2018",1977,"TV-PG","10 Seasons","British TV Shows, Classic & Cult TV, TV Comedies"
NA,"Days We Stared at the Sun",""," March 31, 2018",2017,"TV-MA","2 Seasons","International TV Shows, TV Dramas"
NA,"Doctor Foster",""," March 31, 2018",2017,"TV-MA","2 Seasons","British TV Shows, International TV Shows, Romantic TV Shows"
NA,"Father Brown","Ian Barber"," March 31, 2018",2017,"TV-14","6 Seasons","British TV Shows, Crime TV Shows, TV Dramas"
NA,"ViR: The Robot Boy",""," March 31, 2018",2013,"TV-Y7","2 Seasons","Kids' TV"
NA,"Wake Up",""," March 31, 2018",2017,"TV-14","2 Seasons","International TV Shows, TV Dramas"
NA,"Yu-Gi-Oh!",""," March 31, 2018",2005,"TV-Y7","5 Seasons","Anime Series, Kids' TV"
NA,"Extras",""," March 31, 2017",2006,"TV-MA","2 Seasons","British TV Shows, TV Comedies"
NA,"Hoff the Record","Gordon Anderson"," March 31, 2017",2016,"TV-MA","2 Seasons","British TV Shows, TV Comedies"
NA,"The House That Made Me",""," March 31, 2017",2015,"TV-PG","3 Seasons","International TV Shows, Reality TV"
NA,"Weird Wonders of the World",""," March 31, 2017",2016,"TV-PG","2 Seasons","British TV Shows, Docuseries, Science & Nature TV"
NA,"Republic of Doyle",""," March 31, 2016",2014,"TV-14","6 Seasons","Crime TV Shows, TV Comedies, TV Dramas"
NA,"How to Get Away with Murder",""," March 30, 2019",2018,"TV-14","5 Seasons","Crime TV Shows, TV Dramas, TV Mysteries"
NA,"Trailer Park Boys",""," March 30, 2018",2018,"TV-MA","12 Seasons","Classic & Cult TV, Crime TV Shows, International TV Shows"
NA,"On My Block",""," March 29, 2019",2019,"TV-14","2 Seasons","Romantic TV Shows, TV Comedies, TV Dramas"
NA,"Santa Clarita Diet",""," March 29, 2019",2019,"TV-MA","3 Seasons","TV Comedies, TV Horror, TV Thrillers"
NA,"Versailles",""," March 29, 2019",2018,"TV-MA","3 Seasons","International TV Shows, TV Dramas"
NA,"Hyori's Bed & Breakfast",""," March 29, 2018",2018,"TV-PG","2 Seasons","International TV Shows, Korean TV Shows, Reality TV"
NA,"Ainori Love Wagon: Asian Journey",""," March 28, 2019",2018,"TV-MA","2 Seasons","International TV Shows, Reality TV, Romantic TV Shows"
NA,"Black Lightning",""," March 26, 2019",2019,"TV-14","2 Seasons","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
NA,"Better Call Saul",""," March 26, 2018",2017,"TV-MA","3 Seasons","Crime TV Shows, TV Comedies, TV Dramas"
NA,"Bottersnikes & Gumbles",""," March 24, 2017",2017,"TV-Y7","2 Seasons","British TV Shows, Kids' TV"
NA,"The OA",""," March 22, 2019",2019,"TV-MA","2 Seasons","TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy"
NA,"Mad Men",""," March 22, 2015",2014,"TV-14","7 Seasons","TV Dramas"
NA,"The L Word",""," March 20, 2018",2009,"TV-MA","6 Seasons","Romantic TV Shows, TV Dramas"
NA,"The Standups",""," March 20, 2018",2018,"TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies"
NA,"El Reemplazante",""," March 20, 2017",2013,"TV-MA","2 Seasons","International TV Shows, Spanish-Language TV Shows, TV Dramas"
NA,"Outback Truckers",""," March 17, 2017",2015,"TV-14","3 Seasons","Reality TV"
NA,"Angry Birds",""," March 16, 2019",2018,"TV-G","3 Seasons","Kids' TV, TV Comedies"
NA,"Happy Valley",""," March 16, 2016",2016,"TV-MA","2 Seasons","British TV Shows, Crime TV Shows, International TV Shows"
NA,"Brain Games",""," March 15, 2019",2016,"TV-G","3 Seasons","Docuseries, Science & Nature TV"
NA,"Las muñecas de la mafia",""," March 15, 2019",2018,"TV-14","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
NA,"Robozuna",""," March 15, 2019",2018,"TV-Y7-FV","2 Seasons","British TV Shows, Kids' TV"
NA,"Terrace House: Opening New Doors",""," March 12, 2019",2018,"TV-14","6 Seasons","International TV Shows, Reality TV"
NA,"Into the Badlands",""," March 10, 2019",2018,"NR","3 Seasons","TV Action & Adventure"
NA,"Guru Aur Bhole",""," March 1, 2019",2018,"TV-G","3 Seasons","Kids' TV, TV Comedies"
NA,"Larva Island",""," March 1, 2019",2019,"TV-Y7","2 Seasons","Kids' TV, Korean TV Shows, TV Comedies"
NA,"Sab Jholmaal Hai","Vijay Roche"," March 1, 2019",2017,"TV-G","4 Seasons","Kids' TV, TV Comedies"
NA,"The Disastrous Life of Saiki K.",""," March 1, 2019",2018,"TV-14","3 Seasons","Anime Series, International TV Shows, Teen TV Shows"
NA,"Murder Maps",""," March 1, 2018",2017,"TV-MA","3 Seasons","British TV Shows, Crime TV Shows, Docuseries"
NA,"Nazi Mega Weapons",""," March 1, 2017",2016,"TV-PG","3 Seasons","Docuseries"
NA,"Marcella",""," June 8, 2018",2017,"TV-MA","2 Seasons","British TV Shows, Crime TV Shows, International TV Shows"
NA,"3%",""," June 7, 2019",2019,"TV-MA","3 Seasons","International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
NA,"Designated Survivor",""," June 7, 2019",2019,"TV-14","3 Seasons","Crime TV Shows, TV Dramas, TV Thrillers"
NA,"The Night Shift",""," June 7, 2018",2017,"TV-14","4 Seasons","TV Dramas"
NA,"Black Mirror",""," June 5, 2019",2019,"TV-MA","5 Seasons","British TV Shows, International TV Shows, TV Dramas"
NA,"Madam Secretary",""," June 30, 2019",2019,"TV-14","5 Seasons","TV Dramas"
NA,"Scare Tactics",""," June 30, 2019",2011,"TV-MA","2 Seasons","Reality TV, TV Comedies, TV Horror"
NA,"Hormones",""," June 30, 2018",2015,"TV-14","3 Seasons","International TV Shows, Romantic TV Shows, TV Dramas"
NA,"Criminal Minds",""," June 30, 2017",2017,"TV-14","12 Seasons","Crime TV Shows, TV Dramas, TV Mysteries"
NA,"Little Witch Academia",""," June 30, 2017",2017,"TV-Y7","2 Seasons","Anime Series, International TV Shows"
NA,"The Day My Butt Went Psycho!",""," June 30, 2015",2015,"TV-Y7","2 Seasons","Kids' TV, TV Comedies"
NA,"Documentary Now!",""," June 3, 2019",2019,"TV-14","3 Seasons","TV Comedies"
NA,"Dynasty",""," June 3, 2019",2019,"TV-14","2 Seasons","TV Dramas"
NA,"Dope",""," June 28, 2019",2019,"TV-MA","3 Seasons","Crime TV Shows, Docuseries"
NA,"Instant Hotel",""," June 28, 2019",2019,"TV-MA","2 Seasons","International TV Shows, Reality TV"
NA,"Motown Magic",""," June 28, 2019",2019,"TV-Y","2 Seasons","Kids' TV"
NA,"Paquita Salas",""," June 28, 2019",2018,"TV-MA","3 Seasons","International TV Shows, Spanish-Language TV Shows, TV Comedies"
NA,"Slasher",""," June 27, 2019",2019,"TV-MA","3 Seasons","TV Horror, TV Mysteries, TV Thrillers"
NA,"Forest of Piano",""," June 24, 2019",2019,"TV-PG","2 Seasons","Anime Series, International TV Shows"
NA,"Heavy Rescue: 401",""," June 22, 2018",2018,"TV-MA","2 Seasons","International TV Shows, Reality TV"
NA,"Marvel's Luke Cage",""," June 22, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas"
NA,"Dark",""," June 21, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas"
NA,"Girls Incarcerated",""," June 21, 2019",2019,"TV-MA","2 Seasons","Docuseries, Reality TV"
NA,"Go! Live Your Way",""," June 21, 2019",2019,"TV-G","2 Seasons","Kids' TV, Spanish-Language TV Shows, Teen TV Shows"
NA,"Magi: The Labyrinth of Magic",""," June 21, 2019",2013,"TV-14","2 Seasons","Anime Series, International TV Shows"
NA,"Roonpi Secret Love",""," June 21, 2019",2016,"TV-PG","3 Seasons","International TV Shows, Romantic TV Shows, Teen TV Shows"
NA,"Shooter",""," June 21, 2019",2018,"TV-MA","3 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas"
NA,"The Casketeers",""," June 21, 2019",2019,"TV-14","2 Seasons","International TV Shows, Reality TV"
NA,"The Confession Tapes",""," June 21, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, Docuseries"
NA,"Young & Hungry",""," June 21, 2017",2017,"TV-14","5 Seasons","TV Comedies"
NA,"Pac-Man and the Ghostly Adventures",""," June 20, 2017",2014,"TV-Y7","2 Seasons","Kids' TV, TV Comedies"
NA,"Dinosaur King",""," June 2, 2018",2008,"TV-Y7-FV","2 Seasons","Anime Series, Kids' TV"
NA,"Flaked",""," June 2, 2017",2017,"TV-MA","2 Seasons","TV Comedies, TV Dramas"
NA,"Club Friday The Series 7",""," June 18, 2018",2016,"TV-14","7 Seasons","International TV Shows, Romantic TV Shows, TV Dramas"
NA,"Aquarius",""," June 16, 2017",2016,"TV-MA","2 Seasons","Crime TV Shows, TV Dramas"
NA,"World of Winx","Iginio Straffi"," June 16, 2017",2017,"TV-Y7","2 Seasons","Kids' TV"
NA,"Fate/Zero",""," June 15, 2019",2012,"TV-MA","2 Seasons","Anime Series, International TV Shows"
NA,"Grey's Anatomy",""," June 15, 2019",2018,"TV-14","15 Seasons","Romantic TV Shows, TV Dramas"
NA,"Danger Mouse: Classic Collection",""," June 15, 2015",1992,"TV-Y","10 Seasons","British TV Shows, Kids' TV, TV Comedies"
NA,"Aggretsuko",""," June 14, 2019",2019,"TV-14","2 Seasons","Anime Series, International TV Shows"
NA,"Black Spot",""," June 14, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas"
NA,"El desconocido",""," June 14, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
NA,"Girlfriends' Guide to Divorce",""," June 14, 2019",2019,"TV-14","5 Seasons","TV Comedies, TV Dramas"
NA,"Marlon",""," June 14, 2019",2018,"TV-PG","2 Seasons","TV Comedies"
NA,"Marvel's Jessica Jones",""," June 14, 2019",2019,"TV-MA","3 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas"
NA,"Kakegurui",""," June 13, 2019",2019,"TV-14","2 Seasons","Anime Series, International TV Shows, TV Thrillers"
NA,"LEGO Friends: The Power of Friendship",""," June 10, 2016",2016,"TV-Y7","2 Seasons","Kids' TV"
NA,"Herrens veje",""," June 1, 2019",2018,"TV-MA","2 Seasons","International TV Shows, TV Dramas"
NA,"March Comes in Like a Lion",""," June 1, 2019",2017,"TV-14","2 Seasons","Anime Series, International TV Shows, Teen TV Shows"
NA,"The Sniffer",""," June 1, 2018",2017,"TV-MA","3 Seasons","Crime TV Shows, International TV Shows, TV Dramas"
NA,"Mutant Busters",""," June 1, 2017",2017,"TV-PG","2 Seasons","Kids' TV, TV Comedies"
NA,"Off Camera",""," June 1, 2017",2015,"TV-MA","3 Seasons","Stand-Up Comedy & Talk Shows"
NA,"Pyaar Tune Kya Kiya",""," June 1, 2017",2014,"TV-14","3 Seasons","International TV Shows, Romantic TV Shows, TV Dramas"
NA,"Johnny Test",""," June 1, 2015",2013,"TV-Y7","6 Seasons","Kids' TV"
NA,"Dawn of the Croods",""," July 7, 2017",2017,"TV-Y7","4 Seasons","Kids' TV"
NA,"Degrassi: Next Class","Stefan Brogren"," July 7, 2017",2017,"TV-14","4 Seasons","International TV Shows, TV Dramas, Teen TV Shows"
NA,"Free Rein",""," July 6, 2019",2019,"TV-G","3 Seasons","British TV Shows, Kids' TV, TV Dramas"
NA,"First Team: Juventus",""," July 6, 2018",2018,"TV-G","2 Seasons","Docuseries, International TV Shows"
NA,"Somebody Feed Phil",""," July 6, 2018",2018,"TV-PG","2 Seasons","Docuseries"
NA,"Kakegurui",""," July 4, 2019",2019,"TV-14","2 Seasons","International TV Shows, TV Dramas, TV Thrillers"
NA,"Stranger Things",""," July 4, 2019",2019,"TV-14","3 Seasons","TV Horror, TV Mysteries, TV Sci-Fi & Fantasy"
NA,"Kuromukuro","Tensai Okamura"," July 4, 2016",2016,"TV-14","2 Seasons","Anime Series, International TV Shows"
NA,"The Letdown",""," July 31, 2019",2019,"TV-MA","2 Seasons","International TV Shows, TV Comedies, TV Dramas"
NA,"A Very Secret Service",""," July 30, 2018",2018,"TV-14","2 Seasons","International TV Shows, TV Comedies"
NA,"SWORDGAI The Animation",""," July 30, 2018",2018,"TV-MA","2 Seasons","Anime Series, International TV Shows"
NA,"Yummy Mummies",""," July 3, 2019",2019,"TV-14","2 Seasons","International TV Shows, Reality TV"
NA,"LEGO Bionicle: The Journey to One",""," July 29, 2016",2016,"TV-Y7-FV","2 Seasons","Kids' TV"
NA,"Kath and Kim",""," July 28, 2018",2007,"TV-14","6 Seasons","TV Comedies"
NA,"El Chapo",""," July 27, 2018",2018,"TV-MA","3 Seasons","Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
NA,"Big Dreams, Small Spaces",""," July 26, 2019",2017,"TV-G","3 Seasons","British TV Shows, International TV Shows, Reality TV"
NA,"My First First Love",""," July 26, 2019",2019,"TV-PG","2 Seasons","International TV Shows, Korean TV Shows, Romantic TV Shows"
NA,"Orange Is the New Black",""," July 26, 2019",2019,"TV-MA","7 Seasons","TV Comedies, TV Dramas"
NA,"Sugar Rush",""," July 26, 2019",2019,"TV-PG","2 Seasons","Reality TV"
NA,"The Worst Witch",""," July 26, 2019",2019,"TV-Y7","3 Seasons","British TV Shows, Kids' TV"
NA,"Popples",""," July 24, 2016",2016,"TV-Y","3 Seasons","Kids' TV"
NA,"Beat Bugs",""," July 21, 2019",2018,"TV-Y","3 Seasons","Kids' TV"
NA,"Deep Undercover Collection",""," July 20, 2018",2017,"TV-14","3 Seasons","Crime TV Shows, Docuseries"
NA,"Fix It and Finish It",""," July 20, 2018",2014,"TV-G","3 Seasons","Reality TV"
NA,"Home: Adventures with Tip & Oh",""," July 20, 2018",2018,"TV-Y7","4 Seasons","Kids' TV, TV Comedies"
NA,"Luna Petunia: Return to Amazia",""," July 20, 2018",2018,"TV-Y","2 Seasons","Kids' TV"
NA,"Origins Collection","Peter McDonnell"," July 20, 2018",2018,"TV-PG","3 Seasons","Docuseries"
NA,"Good Witch",""," July 2, 2019",2018,"TV-PG","4 Seasons","TV Dramas, TV Sci-Fi & Fantasy"
