"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in"
80099306,"Movie","Sniper: Special Ops","Fred Olen Ray","Steven Seagal, Rob Van Dam, Tim Abell, Charlene Amoia, Daniel Booko, Jason-Shane Scott, Anthony Batarse, Gerald Webb","United States","January 10, 2020",2016,"R","86 min","Action & Adventure, Dramas"
484369,"Movie","The Evil Dead","Sam Raimi","Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker, Theresa Tilly, Bill Vincent, Scott Spiegel, Ivan Raimi, David Horton, John Cameron, Ted Raimi","United States","January 10, 2020",1981,"TV-MA","85 min","Classic Movies, Cult Movies, Horror Movies"
81074060,"TV Show","Until Dawn","","Ahmed Sylla, Alban Ivanov, Ornella Fleury, Natoo, Carlito, Mcfly, Djimo, Lola Dubini, Noom Diawara, Tania Dutel, Hakim Jemili, Jason Brokerss, Bérengère Krief, Thomas Vandenberghe, Monsieur Poulpe, Jhon Rachid, Audrey Pirault, Jeanfi Janssens, Fadily Camara, Laurie Peret, Issa Doumbia, Anne-Sophie Girard, Elhadj Gaye, Guillaume Bats","France","January 10, 2020",2020,"TV-MA","1 Season","International TV Shows, Reality TV, TV Comedies"
70202600,"TV Show","Shaka Zulu","","Edward Fox, Robert Powell, Trevor Howard, Fiona Fullerton, Christopher Lee, Henry Cele, Dudu Mkhize, Roy Dotrice, Gordon Jackson, Kenneth Griffith, Conrad Magwaza, Patrick Ndlovu, Roland Mqwebu, Gugu Nxumalo, Tu Nokwe","Italy, South Africa, West Germany, Australia, United States","January 10, 2019",1986,"TV-14","1 Season","TV Dramas"
81021294,"TV Show","When Heroes Fly","","Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor","Israel","January 10, 2019",2018,"TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas"
80192136,"Movie","Alejandro Riaño: Especial de stand up","","Alejandro Riaño","Colombia","January 10, 2018",2018,"TV-MA","60 min","Stand-Up Comedy"
80109128,"Movie","In The Deep","Johannes Roberts","Mandy Moore, Claire Holt, Matthew Modine, Chris Johnson, Yani Gellman, Santiago Segura","United Kingdom, United States, Dominican Republic","January 10, 2018",2017,"PG-13","89 min","Horror Movies, International Movies, Thrillers"
80187188,"Movie","On Yoga The Architecture of Peace","Heitor Dhalia","Michael O’Neill","Brazil, India, China, United States","January 10, 2018",2017,"TV-14","92 min","Documentaries, Faith & Spirituality"
80117811,"Movie","Jim Gaffigan: Cinco","Jeannie Gaffigan","Jim Gaffigan","United States","January 10, 2017",2017,"TV-14","74 min","Stand-Up Comedy"
80095649,"TV Show","We're Lalaloopsy","","Mariee Devereux, Kazumi Evans, Maryke Hendrikse, Matt Hill, Diana Kaarina, Jocelyne Loewen, Sabrina Pitre","United States","January 10, 2017",2017,"TV-Y","1 Season","Kids' TV, TV Comedies"
70084788,"Movie","21","Robert Luketic","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin","United States","January 1, 2020",2008,"PG-13","123 min","Dramas"
60036237,"Movie","A Cinderella Story","Mark Rosman","Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg","United States, Canada","January 1, 2020",2004,"PG","95 min","Children & Family Movies, Comedies"
80014637,"Movie","Alpha and Omega: The Legend of the Saw Tooth Cave","Richard Rich","Debi Derryberry, Ben Diskin, Kate Higgins, Lindsay Torrance, Larry Thomas, Bill Lader, Cindy Robinson","United States, India","January 1, 2020",2014,"TV-Y7","45 min","Children & Family Movies"
60000407,"Movie","American Beauty","Sam Mendes","Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Chris Cooper, Peter Gallagher, Allison Janney, Scott Bakula, Sam Robards","United States","January 1, 2020",1999,"R","122 min","Dramas"
70202138,"Movie","Arthur Christmas","Sarah Smith","James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Ashley Jensen, Ramona Marquez, Marc Wootton, Laura Linney, Eva Longoria, Michael Palin, Joan Cusack, Deborah Findlay, Rich Fulcher, Sarah Smith, Clint Dyer, Kerry Shale, Stewart Lee, Bronagh Gallagher, Kevin Cecil, Alistair McGowan, David Menkin, Kris Pearn, Ian Ashpitel, Rich Hall, Seeta Indrani, Jane Horrocks, Peter Baynham, Emma Kennedy, Dominic West, Jerry Lambert, Julia Davis, Robbie Coltrane, Iain McKee, Sanjeev Bhaskar, Andy Serkis, Tamsin Greig, Rhys Darby, Seamus Malone, Cody Cameron, David Schneider, Kevin Eldon, Danny John-Jules, Brian Cummings","United Kingdom, United States","January 1, 2020",2011,"PG","98 min","Children & Family Movies, Comedies"
81035731,"Movie","Aruna & Her Palate","Edwin","Dian Sastrowardoyo, Oka Antara, Hannah Al Rashid, Nicholas Saputra, Deddy Mahendra Desta, Ayu Azhari","Indonesia, South Korea, Singapore","January 1, 2020",2018,"TV-PG","106 min","Dramas, International Movies"
1181488,"Movie","As Good as It Gets","James L. Brooks","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros","United States","January 1, 2020",1997,"PG-13","139 min","Comedies, Romantic Movies"
70308046,"Movie","Bad Grandpa .5","Jeff Tremaine","Johnny Knoxville, Jackson Nicoll, Greg Harris, Georgina Cates, Kamber Hejlik, Jill Kill, Madison Davis, George Faughnan, Spike Jonze, Catherine Keener","United States","January 1, 2020",2014,"TV-MA","87 min","Comedies"
81167119,"TV Show","Because This Is My First Life","","Lee Min-ki, Jung So-min, Esom, Kim Ga-eun, Park Byung-eun, Kim Min-seok, Moon Hee-kyung, Kim Byung-ok, Kim Sun-young","South Korea","January 1, 2020",2017,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows"
80108158,"Movie","Breaking the Bank","Vadim Jean","Kelsey Grammer, Tamsin Greig, John Michael Higgins, Mathew Horne, Pearce Quigley, Togo Igawa, Sonya Cassidy, Julie Dray, Danny Morgan, Andrew Sachs","United Kingdom","January 1, 2020",2014,"TV-14","105 min","Comedies"
60024942,"Movie","Catch Me If You Can","Steven Spielberg","Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin","United States, Canada","January 1, 2020",2002,"PG-13","142 min","Dramas"
81028791,"TV Show","Cells at Work!","","Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue, Maria Naganawa, Takahiro Sakurai, Saori Hayami, Nobuhiko Okamoto, Yuichi Nakamura, Shoya Chiba, M・A・O, Ayako Kawasumi, Aya Endo, Hiroyuki Yoshino, Mamiko Noto","Japan","January 1, 2020",2018,"TV-14","1 Season","Anime Series, Teen TV Shows"
60000891,"Movie","Center Stage","Nicholas Hytner","Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik","United States","January 1, 2020",2000,"PG-13","116 min","Dramas"
70021648,"Movie","Charlie and the Chocolate Factory","Tim Burton","Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz","United Kingdom, United States","January 1, 2020",2005,"PG","115 min","Children & Family Movies, Comedies"
1151188,"Movie","Chasing Amy","Kevin Smith","Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith","United States","January 1, 2020",1997,"R","113 min","Comedies, Cult Movies, Dramas"
81184681,"TV Show","Chhota Bheem Kung Fu Dhamaka Series","","Pinky Pal Rajput, Sonal Kaushal, Julie Tejwani, Jigna Bharadhwaj, Shaily Dubey, Rajesh Kava, Ghanshyam Shukla, Anamaya Verma, Mohit Sinha, Vaibhav Thakkar","","January 1, 2020",2019,"TV-Y7","1 Season","Kids' TV"
374651,"Movie","Chitty Chitty Bang Bang","Ken Hughes","Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe, Anna Quayle, Benny Hill, James Robertson Justice, Robert Helpmann, Heather Ripley, Adrian Hall, Barbara Windsor, Davy Kaye, Alexander Doré, Bernard Spear, Stanley Unwin","United Kingdom, United States","January 1, 2020",1968,"G","146 min","Children & Family Movies, Classic Movies, Comedies"
70124183,"Movie","Chloe","Atom Egoyan","Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot, R.H. Thomson, Nina Dobrev, Laura de Carteret, Mishu Vellani","United States, Canada, France","January 1, 2020",2009,"R","96 min","Independent Movies, Thrillers"
60026106,"Movie","City of God","Fernando Meirelles, Katia Lund","Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga","Brazil, France, Germany","January 1, 2020",2002,"R","130 min","Dramas, Independent Movies, International Movies"
70041162,"Movie","Click","Frank Coraci","Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge","United States","January 1, 2020",2006,"PG-13","108 min","Comedies, Sci-Fi & Fantasy"
70082268,"Movie","Cloverfield","Matt Reeves","Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman","United States","January 1, 2020",2008,"PG-13","85 min","Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
70019004,"Movie","Coach Carter","Thomas Carter","Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan","United States, Germany","January 1, 2020",2005,"PG-13","137 min","Dramas, Sports Movies"
70128701,"Movie","Dinner for Schmucks","Jay Roach","Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement, Jeff Dunham, Bruce Greenwood, Ron Livingston, Chris O'Dowd, Lucy Punch, Stephanie Szostak, David Walliams, Larry Wilmore","United States","January 1, 2020",2010,"PG-13","115 min","Comedies"
1151721,"Movie","Donnie Brasco","Mike Newell","Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier","United States","January 1, 2020",1997,"R","127 min","Dramas, Thrillers"
60029363,"Movie","Dragonheart","Rob Cohen","Sean Connery, Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Julie Christie","United States","January 1, 2020",1996,"PG-13","103 min","Action & Adventure, Sci-Fi & Fantasy"
80032636,"Movie","Dragonheart 3: The Sorcerer","Colin Teague","Julian Morris, Tamzin Merchant, Ben Kingsley, Jassa Ahluwalia, Jonjo O'Neill, Dominic Mafham, Roger Ashton-Griffiths, Jake Curran, Duncan Preston, Ozama Oancea","United States","January 1, 2020",2015,"PG-13","97 min","Action & Adventure, Sci-Fi & Fantasy"
60002003,"Movie","Dragonheart: A New Beginning","Doug Lefler","Christopher Masterson, Harry Van Gorkum, Rona Figueroa, Matt Hickey, Henry O, Tom Burke, Robby Benson, Ken Shorter, John Woodnutt, Lubomir Misak","United States","January 1, 2020",2000,"PG","84 min","Action & Adventure, Sci-Fi & Fantasy"
1179574,"Movie","Event Horizon","Paul W.S. Anderson","Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones, Jack Noseworthy, Jason Isaacs, Sean Pertwee","United Kingdom, United States","January 1, 2020",1997,"R","96 min","Horror Movies, Sci-Fi & Fantasy"
81103093,"Movie","Fall Girls","Chris Stokes","Amara La Negra, Erica Hubbard, Joely Fisher, Paris Phillips, Erica Peeples, Tami Roman, Alfred Thomas II, J-Boog, Hunter Ives, Dylan Mooney","United States","January 1, 2020",2019,"TV-14","80 min","Comedies"
60000393,"Movie","Final Destination","James Wong","Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Seann William Scott, Tony Todd, Daniel Roebuck, Chad Donella, Roger Guenveur Smith, Amanda Detmer","United States","January 1, 2020",2000,"R","98 min","Cult Movies, Horror Movies, Thrillers"
60026114,"Movie","Final Destination 2","David R. Ellis","Ali Larter, A.J. Cook, Michael Landes, Terrence 'T.C.' Carson, Jonathan Cherry, Keegan Connor Tracy, Sarah Carter, Lynda Boyd, David Paetkau, Justina Machado","United States, Canada","January 1, 2020",2003,"R","90 min","Horror Movies, Thrillers"
70042687,"Movie","Final Destination 3","James Wong","Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche, Alexz Johnson, Sam Easton, Jesse Moss, Gina Holden, Texas Battle, Chelan Simmons, Crystal Lowe, Amanda Crew","United States, Germany","January 1, 2020",2006,"R","93 min","Horror Movies"
523650,"Movie","Free Willy","Simon Wincer","Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg, Michael Madsen, Michael Ironside, Richard Riehle, Mykelti Williamson, Michael Bacall, Danielle Harris","United States, France, Mexico","January 1, 2020",1993,"PG","112 min","Children & Family Movies, Dramas"
70104894,"Movie","Friday the 13th","Marcus Nispel","Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle, Aaron Yoo, Derek Mears, Jonathan Sadowski, Julianna Guill, Ben Feldman, Arlen Escarpeta, Ryan Hansen","United States","January 1, 2020",2009,"R","97 min","Horror Movies"
70081015,"Movie","Garfield Gets Real","Mark A.Z. Dippé, Kyung Ho Lee","Frank Welker, Wally Wingert, Gregg Berger, Jennifer Darling, Pat Fraley, Jason Marsden, Neil Ross, Audrey Wasilewski, Stephen Stanton, Greg Eagles","","January 1, 2020",2007,"TV-Y7","78 min","Children & Family Movies, Comedies"
70100448,"Movie","Garfield's Fun Fest","Mark A.Z. Dippé, Eondeok Han","Frank Welker, Tim Conway, Gregg Berger, Wally Wingert, Audrey Wasilewski, Fred Tatasciore, Stephen Stanton, Jennifer Darling, Neil Ross, Greg Eagles","United States, South Korea","January 1, 2020",2008,"TV-Y7","79 min","Children & Family Movies, Comedies"
70118155,"Movie","Garfield's Pet Force","Mark A.Z. Dippé","Frank Welker, Vanessa Marshall, Gregg Berger, Wally Wingert, Audrey Wasilewski, Jason Marsden, Fred Tatasciore, Stephen Stanton, Jennifer Darling, Neil Ross, Greg Eagles, Cathy Cavadini, David Michie, Greg Finley","South Korea, United States","January 1, 2020",2009,"G","78 min","Children & Family Movies, Comedies"
70044594,"Movie","Ghost Rider","Mark Steven Johnson","Nicolas Cage, Eva Mendes, Wes Bentley, Sam Elliott, Donal Logue, Matt Long, Peter Fonda, Brett Cullen, Raquel Alessi, Laurence Breuls","United States, Australia","January 1, 2020",2007,"PG-13","110 min","Action & Adventure, Sci-Fi & Fantasy"
81088083,"Movie","Ghost Stories","Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","Janhvi Kapoor, Sobhita Dhulipala, Sukant Goel, Gulshan Devaiah, Mrunal Thakur, Avinash Tiwary, Vijay Varma, Sagar Arya, Surekha Sikri, Pavail Gulati","India","January 1, 2020",2020,"TV-MA","145 min","Horror Movies, International Movies, Thrillers"
11819467,"Movie","Godzilla","Roland Emmerich","Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria, Kevin Dunn, Michael Lerner, Harry Shearer, Arabella Field, Vicki Lewis, Doug Savant, Malcolm Danare","United States, Japan","January 1, 2020",1998,"PG-13","139 min","Action & Adventure, Sci-Fi & Fantasy"
70065096,"Movie","Hairspray","Adam Shankman","Nikki Blonsky, John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes, James Marsden, Queen Latifah, Zac Efron, Brittany Snow, Allison Janney, Elijah Kelley, Jerry Stiller","United States, United Kingdom, Canada","January 1, 2020",2007,"PG","116 min","Children & Family Movies, Comedies, Music & Musicals"
70000091,"Movie","Harold & Kumar Go to White Castle","Danny Leiner","John Cho, Kal Penn, Paula Garcés, Neil Patrick Harris, David Krumholtz, Eddie Kaye Thomas, Christopher Meloni, Ryan Reynolds, Fred Willard","United States, Canada, Germany","January 1, 2020",2004,"R","88 min","Comedies, Cult Movies"
70019506,"Movie","Hitch","Andy Tennant","Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery, Adam Arkin, Robinne Lee, Nathan Lee Graham, Michael Rapaport, Jeffrey Donovan","United States","January 1, 2020",2005,"PG-13","118 min","Comedies, Romantic Movies"
70150473,"Movie","Hunt to Kill","Keoni Waxman","Steve Austin, Gil Bellows, Gary Daniels, Marie Avgeropoulos, Emilie Ullerup, Michael Eklund, Eric Roberts, Michael Hogan, Donnelly Rhodes, Adrian Holmes","Canada","January 1, 2020",2010,"R","97 min","Action & Adventure"
70131314,"Movie","Inception","Christopher Nolan","Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy, Ken Watanabe, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas","United States, United Kingdom","January 1, 2020",2010,"PG-13","148 min","Action & Adventure, Sci-Fi & Fantasy, Thrillers"
70284281,"Movie","Instructions Not Included","Eugenio Derbez","Eugenio Derbez, Jessica Lindsey, Loreto Peralta, Daniel Raymont, Alessandra Rosaldo, Hugo Stiglitz, Arcelia Ramírez, Sammy Pérez, Agustín Bernal, Karla Souza","Mexico","January 1, 2020",2013,"PG-13","122 min","Comedies, Dramas, International Movies"
81084305,"Movie","Jeff Dunham: Unhinged in Hollywood","Michael Simon","Jeff Dunham","United States","January 1, 2020",2015,"TV-MA","71 min","Stand-Up Comedy"
60021788,"Movie","Jimmy Neutron: Boy Genius","John A. Davis","Debi Derryberry, Jeffrey Garcia, Rob Paulsen, Megan Cavanagh, Mark DeCarlo, Carolyn Lawrence, Andrea Martin, Candi Milo, Crystal Scales, Martin Short, Patrick Stewart, Jim Cummings","United States","January 1, 2020",2001,"G","83 min","Children & Family Movies, Comedies, Sci-Fi & Fantasy"
70112732,"Movie","Julie & Julia","Nora Ephron","Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck","United States","January 1, 2020",2009,"PG-13","123 min","Comedies, Dramas"
60021790,"Movie","Kate & Leopold","James Mangold","Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman","United States","January 1, 2020",2001,"PG-13","118 min","Comedies, Romantic Movies"
60031236,"Movie","Kill Bill: Vol. 1","Quentin Tarantino","Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Sonny Chiba, Gordon Liu","United States, Japan","January 1, 2020",2003,"R","111 min","Action & Adventure"
60032563,"Movie","Kill Bill: Vol. 2","Quentin Tarantino","Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton","United States","January 1, 2020",2004,"R","137 min","Action & Adventure"
673843,"Movie","Kingpin","Peter Farrelly, Bobby Farrelly","Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye","United States","January 1, 2020",1996,"PG-13","114 min","Comedies, Cult Movies, Sports Movies"
1180086,"Movie","Kiss the Girls","Gary Fleder","Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox","United States","January 1, 2020",1997,"R","116 min","Thrillers"
281550,"Movie","La Bamba","Luis Valdez","Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña, Danielle von Zerneck, Joe Pantoliano, Rick Dees, Marshall Crenshaw, Howard Huntsberry, Brian Setzer","United States","January 1, 2020",1987,"PG-13","109 min","Classic Movies, Dramas, Music & Musicals"
70125232,"Movie","Legend of the Guardians: The Owls of Ga'Hoole","Zack Snyder","Helen Mirren, Geoffrey Rush, Jim Sturgess, Hugo Weaving, Emily Barclay, Abbie Cornish, Ryan Kwanten, Anthony LaPaglia, Miriam Margolyes, Sam Neill","United States, Australia","January 1, 2020",2010,"PG","97 min","Children & Family Movies"
81167137,"TV Show","Live Up To Your Name","","Kim Nam-gil, Kim Ah-joong, Yoo Min-kyu, Moon Ga-young, Yun Ju-sang, Um Hyo-sup, An Seok-hwan, Lee Dae-yeon, Oh Dae-whan","","January 1, 2020",2017,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas"
81211681,"Movie","Luccas Neto in: Children's Day","Lucas Margutti","Luccas Neto, Vivian Duarte, Giobanna Alparone, Jéssica Diehl","","January 1, 2020",2019,"TV-Y7","81 min","Children & Family Movies, Comedies"
60000440,"Movie","Magnolia","Paul Thomas Anderson","Jeremy Blackman, Tom Cruise, Melinda Dillon, April Grace, Luis Guzmán, Philip Baker Hall, Philip Seymour Hoffman, Ricky Jay, William H. Macy, Alfred Molina, Julianne Moore, Michael Murphy, John C. Reilly, Jason Robards, Melora Walters","United States","January 1, 2020",1999,"R","189 min","Dramas, Independent Movies"
81217437,"Movie","Mandi","Shyam Benegal","Shabana Azmi, Smita Patil, Naseeruddin Shah, Amrish Puri, Kulbhushan Kharbanda, Saeed Jaffrey, Om Puri, Sreela Mazumdar, Neena Gupta","India","January 1, 2020",1983,"TV-MA","155 min","Dramas, Independent Movies, International Movies"
60000480,"Movie","Mansfield Park","Patricia Rozema","Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville","United Kingdom","January 1, 2020",1999,"PG-13","112 min","Comedies, Dramas, International Movies"
80117557,"TV Show","Messiah","","Michelle Monaghan, Mehdi Dehbi, John Ortiz, Tomer Sisley, Melinda Page Hamilton, Stefania LaVie Owen, Sayyid El Alami, Jane Adams, Wil Traval, Fares Landoulsi","United States","January 1, 2020",2020,"TV-MA","1 Season","TV Dramas, TV Thrillers"
70021634,"Movie","Monster-in-Law","Robert Luketic","Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes, Adam Scott, Monet Mazur, Annie Parisse, Will Arnett, Elaine Stritch, Stephen Dunham","United States, Germany","January 1, 2020",2005,"PG-13","101 min","Comedies, Romantic Movies"
70112500,"Movie","Moon","Duncan Jones","Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw, Adrienne Shaw, Kaya Scodelario, Benedict Wong, Matt Berry, Malcolm Stewart, Robin Chalk","United Kingdom, United States","January 1, 2020",2009,"R","97 min","Dramas, Independent Movies, Sci-Fi & Fantasy"
786137,"Movie","My Girl","Howard Zieff","Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones","United States","January 1, 2020",1991,"PG-13","102 min","Dramas"
60034568,"Movie","New York Minute","Dennie Gordon","Mary-Kate Olsen, Ashley Olsen, Eugene Levy, Andy Richter, Riley Smith, Jared Padalecki, Drew Pinsky, Darrell Hammond, Andrea Martin, Alannah Ong, Mary Bond Davis, Bob Saget, Jack Osbourne","United States","January 1, 2020",2004,"PG","91 min","Children & Family Movies, Comedies"
80197991,"TV Show","Nisman: The Prosecutor, the President, and the Spy","Justin Webster","","","January 1, 2020",2020,"TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows"
70050507,"Movie","Pan's Labyrinth","Guillermo del Toro","Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez","Mexico, Spain","January 1, 2020",2006,"R","119 min","Dramas, International Movies, Sci-Fi & Fantasy"
70125581,"Movie","Paranormal Activity","Oren Peli","Katie Featherston, Randy McDowell, Amber Armstrong, Mark Fredrichs, Micah Sloat, Ashley Palmer, James Piper","United States","January 1, 2020",2007,"R","86 min","Horror Movies, Thrillers"
846071,"Movie","Patriot Games","Phillip Noyce","Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris","United States","January 1, 2020",1992,"R","117 min","Action & Adventure"
81085364,"Movie","Pokémon the Movie: Power of Us","Tetsuo Yajima","Gim Yeong-seon, Ikue Otani, O Inseong, I Sen-ho, Jeong-shin Woo, Sarah Natochenny","","January 1, 2020",2018,"TV-Y7","98 min","Anime Features, Children & Family Movies"
81140307,"Movie","Posesif","Edwin","Putri Marino, Adipati Dolken, Gritte Agatha, Chicco Kurniawan, Yayu Unru, Cut Mini Theo, Ismail Basbeth, Maulidina K. Putri","Indonesia","January 1, 2020",2017,"TV-14","102 min","Dramas, International Movies, Romantic Movies"
80188351,"TV Show","Reply 1988","","Lee Hye-ri, Park Bo-gum, Ryu Jun-yeol, Ko Kyoung-pyo, Lee Dong-hwi, Ryu Hye-young, Sung Dong-il, Lee Il-hwa","","January 1, 2020",2015,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows"
70128695,"Movie","Resident Evil: Afterlife","Paul W.S. Anderson","Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller","Germany, France, United States, Canada, United Kingdom","January 1, 2020",2010,"R","97 min","Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
80095807,"Movie","Riot","John Lyde","Matthew Reese, Dolph Lundgren, Danielle Chuchran, Chuck Liddell, Michael Flynn, Renny Grames, Eve Mauro, Melanie Stone, Michaela McAllister, Amy Sturdivant","United States","January 1, 2020",2015,"TV-MA","88 min","Action & Adventure"
70121008,"Movie","Road Trip: Beer Pong","Steve Rash","Nestor Aaron Absera, Julianna Guill, Preston Jones, Julia Levy-Boeken, Danny Pudi, Michael Trotter, Daniel Newman, DJ Qualls","United States","January 1, 2020",2009,"R","97 min","Comedies"
81167101,"TV Show","Save Me","","Taecyeon, Seo Ye-ji, Cho Seong-ha, Woo Do‑hwan, Son Byung-ho, Kim Kwang-gyoo, Yun Yoo-sun, Park Ji-young, Jeong Hae-gyoon, Jang Hyeok-jin","","January 1, 2020",2017,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas"
60000870,"Movie","Scary Movie","Keenen Ivory Wayans","Anna Faris, Jon Abrahams, Shannon Elizabeth, Shawn Wayans, Regina Hall, Marlon Wayans, Lochlyn Munro, Cheri Oteri, Carmen Electra, Dave Sheridan, Kurt Fuller, Rick Ducommun, James Van Der Beek, Keenen Ivory Wayans, Marissa Jaret Winokur, Dan Joffre","United States","January 1, 2020",2000,"R","88 min","Comedies, Horror Movies"
70260512,"Movie","Seal Team Six: The Raid on Osama Bin Laden","John Stockwell","Cam Gigandet, Anson Mount, Freddy Rodríguez, Xzibit, Kathleen Robertson, Robert Knepper, Eddie Kaye Thomas, Kenneth Miller, William Fichtner, Jenny Gabrielle, Mo Gallini","United States","January 1, 2020",2012,"TV-MA","90 min","Action & Adventure"
